currency,collateral,rate_rule,mechanism,window_start_index,liquidated_exposure_share,bad_debt_ratio,terminal_debt_erosion,mean_annual_rate,window_start
ARS,ETH,static_20,timely,0,0.8166666508,0.0152510981,0.148101616,0.2,2020-02
ARS,ETH,static_20,timely,1,1,0.1863706614,0.1555899494,0.2,2020-03
ARS,ETH,static_20,timely,2,0,0,0.1534267088,0.2,2020-04
ARS,ETH,static_20,timely,3,0,0,0.1364824805,0.2,2020-05
ARS,ETH,static_20,timely,4,2.499999875e-08,0,0.1228534525,0.2,2020-06
ARS,ETH,static_20,timely,5,0,0,0.1099377964,0.2,2020-07
ARS,ETH,static_20,timely,6,0,0,0.09484320868,0.2,2020-08
ARS,ETH,static_20,timely,7,0.4900000005,0,0.08067770892,0.2,2020-09
ARS,ETH,static_20,timely,8,0,0,0.06701050546,0.2,2020-10
ARS,ETH,static_20,timely,9,0,0,0.04681762988,0.2,2020-11
ARS,ETH,static_20,timely,10,0,0,0.02858056739,0.2,2020-12
ARS,ETH,static_20,timely,11,0,0,0.01078939277,0.2,2021-01
ARS,ETH,static_20,timely,12,0,0,-0.007153891297,0.2,2021-02
ARS,ETH,static_20,timely,13,0,0,-0.01645339524,0.2,2021-03
ARS,ETH,static_20,timely,14,0,0,-0.01531470305,0.2,2021-04
ARS,ETH,static_20,timely,15,0.5466666643,0,0.001422629241,0.2,2021-05
ARS,ETH,static_20,timely,16,0.8499999825,0,0.02613352571,0.2,2021-06
ARS,ETH,static_20,timely,17,1,0.2384928355,0.0537522156,0.2,2021-07
ARS,ETH,static_20,timely,18,1,0.08531866797,0.08653989226,0.2,2021-08
ARS,ETH,static_20,timely,19,1,0,0.1237238772,0.2,2021-09
ARS,ETH,static_20,timely,20,1,0.03606436611,0.1643641554,0.2,2021-10
ARS,ETH,static_20,timely,21,1,0.03527961839,0.2053833831,0.2,2021-11
ARS,ETH,static_20,timely,22,1,0.009128008467,0.2456988671,0.2,2021-12
ARS,ETH,static_20,timely,23,1,0.03997565359,0.2800401143,0.2,2022-01
ARS,ETH,static_20,timely,24,1,0.05663341529,0.3042397299,0.2,2022-02
ARS,ETH,static_20,timely,25,1,0.06922717442,0.324552565,0.2,2022-03
ARS,ETH,static_20,timely,26,1,0.0377213633,0.3498388768,0.2,2022-04
ARS,ETH,static_20,timely,27,1,0.06103245411,0.360441308,0.2,2022-05
ARS,ETH,static_20,timely,28,1,0.2700047851,0.3769570702,0.2,2022-06
ARS,ETH,static_20,timely,29,0,0,0.3966723937,0.2,2022-07
ARS,ETH,static_20,timely,30,0.3666666733,0,0.4102233878,0.2,2022-08
ARS,ETH,static_20,delayed_stress,0,0.8166666508,0,0.148101616,0.2,2020-02
ARS,ETH,static_20,delayed_stress,1,1,0,0.1555899494,0.2,2020-03
ARS,ETH,static_20,delayed_stress,2,0,0,0.1534267088,0.2,2020-04
ARS,ETH,static_20,delayed_stress,3,0,0,0.1364824805,0.2,2020-05
ARS,ETH,static_20,delayed_stress,4,2.499999875e-08,0,0.1228534525,0.2,2020-06
ARS,ETH,static_20,delayed_stress,5,0,0,0.1099377964,0.2,2020-07
ARS,ETH,static_20,delayed_stress,6,0,0,0.09484320868,0.2,2020-08
ARS,ETH,static_20,delayed_stress,7,0.4900000005,0,0.08067770892,0.2,2020-09
ARS,ETH,static_20,delayed_stress,8,0,0,0.06701050546,0.2,2020-10
ARS,ETH,static_20,delayed_stress,9,0,0,0.04681762988,0.2,2020-11
ARS,ETH,static_20,delayed_stress,10,0,0,0.02858056739,0.2,2020-12
ARS,ETH,static_20,delayed_stress,11,0,0,0.01078939277,0.2,2021-01
ARS,ETH,static_20,delayed_stress,12,0,0,-0.007153891297,0.2,2021-02
ARS,ETH,static_20,delayed_stress,13,0,0,-0.01645339524,0.2,2021-03
ARS,ETH,static_20,delayed_stress,14,0,0,-0.01531470305,0.2,2021-04
ARS,ETH,static_20,delayed_stress,15,0.5466666643,0,0.001422629241,0.2,2021-05
ARS,ETH,static_20,delayed_stress,16,0.4300000035,0,0.02613352571,0.2,2021-06
ARS,ETH,static_20,delayed_stress,17,0.1866666823,0.1345436349,0.0537522156,0.2,2021-07
ARS,ETH,static_20,delayed_stress,18,1,0.2779311548,0.08653989226,0.2,2021-08
ARS,ETH,static_20,delayed_stress,19,1,0.1143303914,0.1237238772,0.2,2021-09
ARS,ETH,static_20,delayed_stress,20,1,0.3826770763,0.1643641554,0.2,2021-10
ARS,ETH,static_20,delayed_stress,21,1,0.1065023624,0.2053833831,0.2,2021-11
ARS,ETH,static_20,delayed_stress,22,1,0.1852412318,0.2456988671,0.2,2021-12
ARS,ETH,static_20,delayed_stress,23,1,0.06283331846,0.2800401143,0.2,2022-01
ARS,ETH,static_20,delayed_stress,24,1,0.3429593709,0.3042397299,0.2,2022-02
ARS,ETH,static_20,delayed_stress,25,1,0.4450707861,0.324552565,0.2,2022-03
ARS,ETH,static_20,delayed_stress,26,1,0.3819953275,0.3498388768,0.2,2022-04
ARS,ETH,static_20,delayed_stress,27,1,0.4282746862,0.360441308,0.2,2022-05
ARS,ETH,static_20,delayed_stress,28,1,0.0003157614928,0.3769570702,0.2,2022-06
ARS,ETH,static_20,delayed_stress,29,0,0,0.3966723937,0.2,2022-07
ARS,ETH,static_20,delayed_stress,30,0.3666666733,0,0.4102233878,0.2,2022-08
ARS,ETH,adaptive_75,timely,0,0.8499999825,0.02265692697,-0.02300488285,0.3876858463,2020-02
ARS,ETH,adaptive_75,timely,1,1,0.1863706614,-0.03289843941,0.4067785571,2020-03
ARS,ETH,adaptive_75,timely,2,0,0,-0.04785574497,0.4190669886,2020-04
ARS,ETH,adaptive_75,timely,3,0,0,-0.05349201055,0.4040534397,2020-05
ARS,ETH,adaptive_75,timely,4,2.499999875e-08,0,-0.06267784488,0.3968450837,2020-06
ARS,ETH,adaptive_75,timely,5,0,0,-0.07133894476,0.3901595529,2020-07
ARS,ETH,adaptive_75,timely,6,0,0,-0.07626832468,0.3776064072,2020-08
ARS,ETH,adaptive_75,timely,7,0.4900000005,0,-0.08058113686,0.3658026105,2020-09
ARS,ETH,adaptive_75,timely,8,0,0,-0.08637016806,0.3562106683,2020-10
ARS,ETH,adaptive_75,timely,9,0,0,-0.08855474902,0.3362923465,2020-11
ARS,ETH,adaptive_75,timely,10,0,0,-0.09395983036,0.3219920433,2020-12
ARS,ETH,adaptive_75,timely,11,0,0,-0.09208902378,0.3016090839,2021-01
ARS,ETH,adaptive_75,timely,12,0,0,-0.07697692307,0.2686596439,2021-02
ARS,ETH,adaptive_75,timely,13,0,0,-0.06422855631,0.2469320199,2021-03
ARS,ETH,adaptive_75,timely,14,0,0,-0.04776513267,0.232076051,2021-04
ARS,ETH,adaptive_75,timely,15,0.5466666643,0,-0.03200714036,0.2336028858,2021-05
ARS,ETH,adaptive_75,timely,16,0.9499999775,0,-0.01828235004,0.2456032057,2021-06
ARS,ETH,adaptive_75,timely,17,1,0.1959480195,-0.009398388017,0.2662069705,2021-07
ARS,ETH,adaptive_75,timely,18,1,0.06916797225,-0.001986861529,0.2949525995,2021-08
ARS,ETH,adaptive_75,timely,19,1,0.003047781825,0.007552181045,0.3279844944,2021-09
ARS,ETH,adaptive_75,timely,20,1,0.06067814301,0.01981198597,0.3643075906,2021-10
ARS,ETH,adaptive_75,timely,21,1,0.03676368599,0.02368636794,0.4124482237,2021-11
ARS,ETH,adaptive_75,timely,22,1,0.01020121775,0.02165971548,0.4688252715,2021-12
ARS,ETH,adaptive_75,timely,23,1,0.03997565359,0.01367732378,0.5260883451,2022-01
ARS,ETH,adaptive_75,timely,24,1,0.06109946603,-0.00418184846,0.5808144055,2022-02
ARS,ETH,adaptive_75,timely,25,1,0.08797656187,-0.02475315163,0.6331586858,2022-03
ARS,ETH,adaptive_75,timely,26,1,0.05012831297,-0.02728535345,0.675776622,2022-04
ARS,ETH,adaptive_75,timely,27,1,0.06360546377,-0.04372451224,0.7098502917,2022-05
ARS,ETH,adaptive_75,timely,28,1,0.2700047851,-0.04172418132,0.7354711167,2022-06
ARS,ETH,adaptive_75,timely,29,0,0,-0.04203954784,0.7698899252,2022-07
ARS,ETH,adaptive_75,timely,30,0.9299999785,0,-0.0526113422,0.8048454504,2022-08
ARS,ETH,adaptive_75,delayed_stress,0,0.8499999825,0,-0.02300488285,0.3876858463,2020-02
ARS,ETH,adaptive_75,delayed_stress,1,1,0,-0.03289843941,0.4067785571,2020-03
ARS,ETH,adaptive_75,delayed_stress,2,0,0,-0.04785574497,0.4190669886,2020-04
ARS,ETH,adaptive_75,delayed_stress,3,0,0,-0.05349201055,0.4040534397,2020-05
ARS,ETH,adaptive_75,delayed_stress,4,2.499999875e-08,0,-0.06267784488,0.3968450837,2020-06
ARS,ETH,adaptive_75,delayed_stress,5,0,0,-0.07133894476,0.3901595529,2020-07
ARS,ETH,adaptive_75,delayed_stress,6,0,0,-0.07626832468,0.3776064072,2020-08
ARS,ETH,adaptive_75,delayed_stress,7,0.4900000005,0,-0.08058113686,0.3658026105,2020-09
ARS,ETH,adaptive_75,delayed_stress,8,0,0,-0.08637016806,0.3562106683,2020-10
ARS,ETH,adaptive_75,delayed_stress,9,0,0,-0.08855474902,0.3362923465,2020-11
ARS,ETH,adaptive_75,delayed_stress,10,0,0,-0.09395983036,0.3219920433,2020-12
ARS,ETH,adaptive_75,delayed_stress,11,0,0,-0.09208902378,0.3016090839,2021-01
ARS,ETH,adaptive_75,delayed_stress,12,0,0,-0.07697692307,0.2686596439,2021-02
ARS,ETH,adaptive_75,delayed_stress,13,0,0,-0.06422855631,0.2469320199,2021-03
ARS,ETH,adaptive_75,delayed_stress,14,0,0,-0.04776513267,0.232076051,2021-04
ARS,ETH,adaptive_75,delayed_stress,15,0.5466666643,0,-0.03200714036,0.2336028858,2021-05
ARS,ETH,adaptive_75,delayed_stress,16,0.4300000035,0,-0.01828235004,0.2456032057,2021-06
ARS,ETH,adaptive_75,delayed_stress,17,0.3666666733,0.2319607977,-0.009398388017,0.2662069705,2021-07
ARS,ETH,adaptive_75,delayed_stress,18,1,0.387060943,-0.001986861529,0.2949525995,2021-08
ARS,ETH,adaptive_75,delayed_stress,19,1,0.1308227805,0.007552181045,0.3279844944,2021-09
ARS,ETH,adaptive_75,delayed_stress,20,1,0.4342284775,0.01981198597,0.3643075906,2021-10
ARS,ETH,adaptive_75,delayed_stress,21,1,0.1114572781,0.02368636794,0.4124482237,2021-11
ARS,ETH,adaptive_75,delayed_stress,22,1,0.1908472223,0.02165971548,0.4688252715,2021-12
ARS,ETH,adaptive_75,delayed_stress,23,1,0.0728030564,0.01367732378,0.5260883451,2022-01
ARS,ETH,adaptive_75,delayed_stress,24,1,0.4342989087,-0.00418184846,0.5808144055,2022-02
ARS,ETH,adaptive_75,delayed_stress,25,1,0.5024980522,-0.02475315163,0.6331586858,2022-03
ARS,ETH,adaptive_75,delayed_stress,26,1,0.4206844883,-0.02728535345,0.675776622,2022-04
ARS,ETH,adaptive_75,delayed_stress,27,1,0.4532696311,-0.04372451224,0.7098502917,2022-05
ARS,ETH,adaptive_75,delayed_stress,28,1,0.001645396458,-0.04172418132,0.7354711167,2022-06
ARS,ETH,adaptive_75,delayed_stress,29,0,0,-0.04203954784,0.7698899252,2022-07
ARS,ETH,adaptive_75,delayed_stress,30,0.9299999785,0,-0.0526113422,0.8048454504,2022-08
ARS,ETH,indexed_100,timely,0,0.8499999825,0.0236732415,-0.070747101,0.4349700173,2020-02
ARS,ETH,indexed_100,timely,1,1,0.1863706614,-0.08765462837,0.460426965,2020-03
ARS,ETH,indexed_100,timely,2,0,0,-0.1076550477,0.4768115403,2020-04
ARS,ETH,indexed_100,timely,3,0,0,-0.1083831307,0.4567934751,2020-05
ARS,ETH,indexed_100,timely,4,2.499999875e-08,0,-0.1154904148,0.4471823339,2020-06
ARS,ETH,indexed_100,timely,5,0,0,-0.1221721783,0.4382682928,2020-07
ARS,ETH,indexed_100,timely,6,0,0,-0.1227853684,0.4215307652,2020-08
ARS,ETH,indexed_100,timely,7,0.4900000005,0,-0.1229771922,0.4057923695,2020-09
ARS,ETH,indexed_100,timely,8,0,0,-0.1254474021,0.3930031133,2020-10
ARS,ETH,indexed_100,timely,9,0,0,-0.1204934735,0.3664453509,2020-11
ARS,ETH,indexed_100,timely,10,0,0,-0.1208198911,0.3473782799,2020-12
ARS,ETH,indexed_100,timely,11,0,0,-0.1115722836,0.3202010008,2021-01
ARS,ETH,indexed_100,timely,12,0,0,-0.08476507007,0.276268414,2021-02
ARS,ETH,indexed_100,timely,13,0,0,-0.06449859822,0.2472982487,2021-03
ARS,ETH,indexed_100,timely,14,0,0,-0.04302632332,0.2274902902,2021-04
ARS,ETH,indexed_100,timely,15,0.5466666643,0,-0.02783019658,0.22952607,2021-05
ARS,ETH,indexed_100,timely,16,0.9499999775,0,-0.01807475783,0.2455264966,2021-06
ARS,ETH,indexed_100,timely,17,1,0.2000448672,-0.015867095,0.2729981829,2021-07
ARS,ETH,indexed_100,timely,18,1,0.07135258859,-0.01771157888,0.3113256883,2021-08
ARS,ETH,indexed_100,timely,19,1,0.003517832343,-0.01866895168,0.3553682148,2021-09
ARS,ETH,indexed_100,timely,20,1,0.0635547262,-0.01768130046,0.4037990096,2021-10
ARS,ETH,indexed_100,timely,21,1,0.03590403319,-0.02910249327,0.4679865205,2021-11
ARS,ETH,indexed_100,timely,22,1,0.01024563655,-0.04953298853,0.5431559176,2021-12
ARS,ETH,indexed_100,timely,23,1,0.04013032539,-0.0769457998,0.6195066824,2022-01
ARS,ETH,indexed_100,timely,24,1,0.06376679402,-0.1149697426,0.6924747629,2022-02
ARS,ETH,indexed_100,timely,25,1,0.09545085705,-0.1562250391,0.7622671367,2022-03
ARS,ETH,indexed_100,timely,26,1,0.05371509978,-0.1743200867,0.8190910516,2022-04
ARS,ETH,indexed_100,timely,27,1,0.0643414939,-0.2054914251,0.8645226112,2022-05
ARS,ETH,indexed_100,timely,28,1,0.2700047851,-0.2125053638,0.8986837112,2022-06
ARS,ETH,indexed_100,timely,29,0,0,-0.2254153314,0.9445754558,2022-07
ARS,ETH,indexed_100,timely,30,0.9966666418,0,-0.2507087557,0.9911828228,2022-08
ARS,ETH,indexed_100,delayed_stress,0,0.8499999825,0,-0.070747101,0.4349700173,2020-02
ARS,ETH,indexed_100,delayed_stress,1,1,1.789896666e-11,-0.08765462837,0.460426965,2020-03
ARS,ETH,indexed_100,delayed_stress,2,0,0,-0.1076550477,0.4768115403,2020-04
ARS,ETH,indexed_100,delayed_stress,3,0,0,-0.1083831307,0.4567934751,2020-05
ARS,ETH,indexed_100,delayed_stress,4,2.499999875e-08,0,-0.1154904148,0.4471823339,2020-06
ARS,ETH,indexed_100,delayed_stress,5,0,0,-0.1221721783,0.4382682928,2020-07
ARS,ETH,indexed_100,delayed_stress,6,0,0,-0.1227853684,0.4215307652,2020-08
ARS,ETH,indexed_100,delayed_stress,7,0.4900000005,0,-0.1229771922,0.4057923695,2020-09
ARS,ETH,indexed_100,delayed_stress,8,0,0,-0.1254474021,0.3930031133,2020-10
ARS,ETH,indexed_100,delayed_stress,9,0,0,-0.1204934735,0.3664453509,2020-11
ARS,ETH,indexed_100,delayed_stress,10,0,0,-0.1208198911,0.3473782799,2020-12
ARS,ETH,indexed_100,delayed_stress,11,0,0,-0.1115722836,0.3202010008,2021-01
ARS,ETH,indexed_100,delayed_stress,12,0,0,-0.08476507007,0.276268414,2021-02
ARS,ETH,indexed_100,delayed_stress,13,0,0,-0.06449859822,0.2472982487,2021-03
ARS,ETH,indexed_100,delayed_stress,14,0,0,-0.04302632332,0.2274902902,2021-04
ARS,ETH,indexed_100,delayed_stress,15,0.5466666643,0,-0.02783019658,0.22952607,2021-05
ARS,ETH,indexed_100,delayed_stress,16,0.4300000035,0,-0.01807475783,0.2455264966,2021-06
ARS,ETH,indexed_100,delayed_stress,17,0.3666666733,0.2384079421,-0.015867095,0.2729981829,2021-07
ARS,ETH,indexed_100,delayed_stress,18,1,0.3932805532,-0.01771157888,0.3113256883,2021-08
ARS,ETH,indexed_100,delayed_stress,19,1,0.1332953493,-0.01866895168,0.3553682148,2021-09
ARS,ETH,indexed_100,delayed_stress,20,1,0.4426676033,-0.01768130046,0.4037990096,2021-10
ARS,ETH,indexed_100,delayed_stress,21,1,0.1099987759,-0.02910249327,0.4679865205,2021-11
